distance_from_home,distance_from_last_transaction,ratio_to_median_purchase_price,repeat_retailer,used_chip,used_pin_number,online_order,fraud
2.131955665990563,56.3724005365082,6.358667321630612,1.0,0.0,0.0,1.0,1.0
2.530145018135443,3.6897810904940105,8.297406866219774,1.0,0.0,0.0,1.0,1.0
21.12611616077098,0.2719873964398006,6.081770719263626,1.0,0.0,0.0,1.0,1.0
13.4919401203687,24.824728841659017,10.194358837073416,1.0,0.0,0.0,0.0,0.0
9.59840134057398,0.4545563461632137,6.084828700634962,1.0,0.0,0.0,1.0,1.0
56.55017286002055,0.2310745914578895,5.941664564353476,1.0,1.0,0.0,0.0,0.0
34.41390100453567,25.29759752778163,14.697713119893285,1.0,0.0,0.0,1.0,1.0
7.3354844398713315,0.3448675931869471,15.511619585551465,1.0,0.0,0.0,1.0,1.0
62.60717342231195,4.135260042116445,6.990106344461613,1.0,0.0,0.0,0.0,0.0
1.5369209800836467,8.049938810132392,13.334843665405913,0.0,0.0,0.0,0.0,1.0
2.6023796680270554,3.809359821761661,9.23103865009918,1.0,1.0,0.0,0.0,0.0
5.33601317760349,0.1428287458335137,9.359382534273646,1.0,1.0,0.0,0.0,0.0
5.764412015004839,0.624542382351953,8.56593477975357,1.0,1.0,0.0,1.0,1.0
8.386406174854491,1.815767602203313,6.2003263008552745,1.0,0.0,0.0,0.0,0.0
24.33748770584292,1.3986182664381062,6.230792396550816,1.0,1.0,0.0,1.0,1.0
12.750894983835098,0.8576140872936847,17.70614527869426,1.0,1.0,0.0,1.0,1.0
0.4534061086754227,0.0371350672016876,12.17800092801831,0.0,1.0,0.0,0.0,0.0
5.534137005970368,2.160614997755072,36.07436613121382,1.0,0.0,0.0,0.0,0.0
6.02039685086494,1.176493721521232,14.17515728502605,1.0,0.0,1.0,0.0,0.0
8.018449955189283,3.6400761932032526,13.655146408378712,1.0,1.0,0.0,1.0,1.0
25.51736574091718,0.018884654389403,10.559113440766549,1.0,0.0,0.0,1.0,1.0
11.67231034681138,0.2239037396344751,7.443476095886652,1.0,1.0,0.0,1.0,1.0
10.898716491420144,1.483684761594403,6.957806091768243,1.0,0.0,0.0,1.0,1.0
18.80232776941566,0.6927374330341293,6.333029385204457,1.0,0.0,0.0,0.0,0.0
5.741232950653728,0.0070996592227933,7.111913066985944,1.0,1.0,0.0,0.0,0.0
8.912132670447143,0.1854318521796656,6.677103482680327,1.0,0.0,0.0,0.0,0.0
8.356223063395658,0.0445911699051932,11.626407966850314,1.0,0.0,0.0,1.0,1.0
6.149339085235063,5.157387140704651,6.195438373393428,1.0,0.0,0.0,1.0,1.0
31.2380255359658,0.2494964037843839,7.158601127095097,1.0,0.0,0.0,1.0,1.0
2.622403093857081,1.2601863953157733,6.535159578895149,1.0,0.0,0.0,1.0,1.0
9.829891773650758,5.6748817623692185,11.79518414503795,1.0,0.0,0.0,0.0,0.0
20.700519657193087,0.3077965861642707,5.910676739087882,1.0,1.0,0.0,1.0,1.0
